id,capacidad,precio,tamanio,diasReservados,fechaCreacion,habilitada,operador
1265,10,447.5,485.5,2,2019-02-13,0,_dstrivens7u
1266,2,865.12,241.2,41,2020-02-09,1,_ecarlosdv
1267,9,217.64,12.4,20,2019-12-26,0,_tbunchg5
1268,5,814.31,167.7,9,2018-09-29,1,_bwallbridgei0
1269,3,567.0,236.1,5,2018-01-07,1,_ajumonet9r
1270,12,856.23,35.1,25,2018-06-26,0,_cdanielot94
1271,10,17.56,404.2,16,2019-08-12,1,_solivoch
1272,7,525.68,216.0,65,2019-07-06,1,_achevolleaudo
1273,18,282.84,35.3,8,2020-05-13,0,_gcossemdc
1274,1,775.7,365.4,51,2019-09-05,1,_dmartindp
1275,19,60.57,272.0,15,2020-02-15,0,_zmitkcov5y
1276,11,723.66,261.2,67,2018-10-27,1,_melveya
1277,15,674.45,394.3,76,2019-08-23,1,_ainnett4g
1278,14,941.13,459.6,92,2019-04-13,0,_wshellard47
1279,5,310.81,134.1,25,2018-11-09,1,_spilch2k
1280,12,341.07,52.5,60,2018-10-12,1,_aelderkin9n
1281,14,187.97,159.9,91,2019-04-21,1,_hcraigg2t
1282,14,808.5,96.7,73,2017-08-29,1,_ccatonnetf7
1283,3,443.28,423.5,48,2019-09-20,0,_aspurrioran
1284,10,96.79,143.3,69,2019-12-27,0,_lcollopym
1285,3,144.55,71.2,77,2018-01-27,0,_rdownbg
1286,17,328.24,364.3,2,2020-05-08,0,_jrozeacn
1287,1,763.78,220.1,18,2020-02-25,0,_akinningley13
1288,19,90.96,56.0,59,2018-01-08,1,_ebecken6c
1289,1,763.08,498.6,66,2018-09-24,0,_spachcj
1290,1,392.28,248.9,18,2019-03-19,0,_erizzellonn
1291,2,616.95,35.0,16,2018-05-31,1,_bgaskom
1292,5,116.83,206.3,59,2018-01-15,1,_grembrantrf
1293,18,332.04,365.5,49,2019-07-10,1,_tpeascodnx
1294,17,333.8,256.3,56,2017-10-23,0,_slabesak
1295,12,860.27,286.0,91,2018-01-24,0,_mclissellm9
1296,6,500.98,337.5,3,2017-08-25,0,_mschulzeqm
1297,7,225.23,27.3,60,2017-11-06,1,_lathridgejf
1298,11,103.07,237.1,25,2020-05-13,1,_cmazzilliq8
1299,4,945.39,390.8,3,2017-12-06,1,_hfundellpz
1300,20,385.76,260.8,88,2020-02-22,1,_gchellenhamn9
1301,5,609.0,454.7,95,2018-04-30,0,_avanyakin6g
1302,3,728.53,473.5,60,2019-09-20,0,_tgrinikhin8b
1303,17,122.94,373.0,27,2020-04-29,0,_gkingsbury1q
1304,14,952.83,260.1,78,2018-04-15,0,_grendlebc
1305,13,179.05,329.7,39,2019-12-22,1,_hmccomiskiehl
1306,20,933.79,80.3,75,2019-02-04,1,_gfautley87
1307,11,940.53,347.6,83,2018-09-30,0,_csheersd5
1308,12,824.83,38.1,38,2018-02-06,1,_fkirag6
1309,4,895.16,197.9,38,2018-07-02,0,_creedmangu
1310,3,803.58,87.9,14,2017-11-21,0,_kfaintbi
1311,10,201.94,20.3,98,2017-10-21,0,_ecarlosdv
1312,13,853.44,187.5,91,2019-11-18,1,_kboog5f
1313,9,468.99,364.1,20,2017-10-16,1,_jomullallyld
1314,4,468.94,479.0,7,2017-09-13,1,_kgodbehereqp
1315,14,296.92,36.2,0,2020-04-08,0,_jkarpfs
1316,12,368.89,401.4,55,2018-03-15,0,_croughce
1317,7,309.22,271.5,30,2019-05-20,1,_abreed3e
1318,5,616.35,208.2,11,2019-02-11,1,_nhalwill17
1319,13,732.7,114.7,61,2019-01-04,0,_fgiddings2m
1320,17,364.73,246.7,43,2018-06-24,0,_kknevit7s
1321,2,530.27,48.0,53,2020-03-19,1,_kscraseps
1322,14,363.17,464.7,37,2020-04-19,1,_shanmore5m
1323,18,876.42,390.0,95,2020-03-13,0,_blivingstonpp
1324,4,572.79,206.6,79,2018-08-17,1,_ptomankiewiczlt
1325,1,915.21,263.4,94,2019-08-20,0,_jkinmannd
1326,9,268.95,487.0,83,2017-08-02,0,_acocktonhc
1327,17,140.19,342.6,77,2017-08-28,1,_vorro2q
1328,19,526.91,277.2,39,2018-02-02,1,_rriolfior
1329,8,909.93,484.3,17,2017-11-28,1,_nmacdougalla9
1330,10,557.16,68.6,96,2019-05-18,0,_dstode43
1331,11,967.14,24.4,21,2017-10-06,0,_sseggie7b
1332,2,891.05,11.3,79,2018-06-28,1,_jsherland8
1333,16,36.61,357.4,50,2018-09-17,1,_gbarrottpr
1334,5,651.16,133.2,44,2019-04-21,0,_bdelamarpi
1335,5,293.42,112.9,80,2019-10-20,0,_fgardendt
1336,19,381.0,130.5,98,2018-09-14,0,_hfundellpz
1337,8,453.95,177.0,2,2019-10-23,0,_mgrievsonn1
1338,2,514.62,233.9,69,2019-03-17,1,_bdelamarpi
1339,10,562.84,45.7,95,2018-04-03,0,_mwhalley9x
1340,11,914.32,228.7,68,2018-09-22,1,_cgarretson3j
1341,1,531.66,147.9,32,2020-04-29,1,_jsoarese3
1342,9,982.24,152.4,60,2018-09-09,0,_heeleshj
1343,12,961.7,307.1,86,2019-11-25,0,_blegoode1
1344,10,652.61,483.8,6,2019-06-14,1,_agrintag
1345,9,433.39,420.6,18,2020-01-02,1,_pdallincf
1346,15,559.64,389.7,24,2020-02-06,1,_tmeech8j
1347,5,802.87,151.4,53,2019-11-03,0,_tbunchg5
1348,14,322.31,411.2,98,2017-11-07,0,_ndelhaya8
1349,17,713.44,223.6,80,2020-03-15,0,_jcordellefv
1350,17,930.45,386.7,12,2017-11-30,1,_bgaskom
1351,20,449.65,199.2,53,2019-08-27,1,_klorandc5
1352,17,742.18,484.2,52,2018-10-01,1,_edepaepeku
1353,19,186.86,50.2,91,2018-04-09,0,_ayeandeldl
1354,9,259.42,287.8,39,2017-09-16,1,_mdmitrievskiln
1355,12,49.16,318.8,2,2019-02-09,1,_mmoyes2d
1356,8,274.32,365.9,12,2018-02-04,1,_aalthorp89
1357,12,406.46,407.0,75,2018-06-13,0,_dkelwickqr
1358,2,236.62,123.0,92,2018-11-01,1,_dmeasordh
1359,6,912.57,475.7,10,2019-07-20,0,_whullincb
1360,12,594.09,67.6,41,2017-11-03,0,_bburganp4
1361,14,788.39,229.7,12,2018-01-28,1,_anewlann4
1362,18,131.83,378.0,25,2019-05-14,0,_lgebhardo
1363,1,844.96,415.1,48,2019-01-04,0,_fvarnalsr6
1364,10,17.54,472.0,19,2019-01-31,0,_ejerche5a
1365,2,336.62,207.8,91,2019-07-26,0,_acaston95
1366,13,490.76,142.6,55,2020-03-03,1,_ebockhfh
1367,2,172.46,161.7,4,2018-11-30,1,_astoyellg7
1368,16,938.36,472.4,39,2017-08-21,0,_nvasovicbq
1369,7,681.43,224.2,45,2020-02-11,0,_acurseyll
1370,13,779.84,420.3,47,2018-01-14,0,_jgolyer
1371,3,591.13,202.7,50,2018-07-16,1,_dridingir
1372,16,505.81,278.5,22,2019-08-31,1,_uterrettkv
1373,11,187.52,380.3,1,2018-01-14,1,_csanzr3
1374,12,911.6,41.7,44,2019-04-12,0,_crosendale5z
1375,3,57.48,463.8,98,2019-08-17,1,_kpyek7
1376,7,362.78,221.6,6,2018-10-14,1,_mfishe24
1377,9,822.19,390.2,33,2020-01-24,0,_mmargaritelliqx
1378,17,548.67,497.5,14,2018-01-04,0,_egelardiko
1379,10,205.97,291.0,72,2019-02-16,0,_htourryni
1380,7,614.19,289.1,47,2019-06-09,1,_ccastelowk3
1381,9,617.93,145.8,94,2018-12-05,0,_mgoodbarneg
1382,8,780.14,172.2,86,2020-05-19,1,_csimonin6b
1383,7,986.37,257.0,89,2020-05-14,0,_lickovich8
1384,9,916.93,462.5,36,2019-03-20,0,_fswangerga
1385,8,596.82,18.7,24,2018-08-13,0,_gfaragher3
1386,6,141.62,281.5,44,2020-01-18,1,_tfolkesrh
1387,20,505.92,303.9,99,2018-04-01,1,_lsuddaby6y
1388,20,624.03,484.4,8,2018-12-29,1,_mkonmann96
1389,16,250.91,115.3,83,2020-04-09,1,_broonyi7
1390,16,653.8,116.4,48,2017-09-22,0,_farsonoy
1391,5,77.05,43.7,38,2019-02-16,0,_mcostigan68
1392,16,170.62,320.9,75,2020-04-29,0,_csondland18
1393,12,469.29,230.8,34,2020-03-25,0,_jfittonp1
1394,16,242.31,484.9,65,2019-04-12,1,_cabramowitchlk
1395,8,833.69,137.8,24,2019-10-29,0,_tfolkesrh
1396,5,829.21,378.8,31,2018-10-02,0,_wgayle6o
1397,19,847.73,424.1,21,2018-04-10,0,_hbroinlich8o
1398,20,894.54,174.0,91,2019-12-31,0,_jwillardri
1399,9,153.15,438.1,89,2019-08-13,0,_cclem4p
1400,15,772.86,62.5,80,2019-02-06,1,_ericeardsa3
1401,3,317.85,67.1,79,2017-11-03,0,_anewlann4
1402,11,598.05,420.9,18,2018-04-20,0,_calsopmj
1403,3,185.41,108.0,0,2019-04-11,0,_epidcockmw
1404,11,739.85,482.1,2,2017-12-01,0,_kwilmanm7
1405,10,97.09,446.0,71,2019-04-24,0,_cmazzilliq8
1406,5,211.87,245.3,9,2017-10-01,1,_jnutt4k
1407,2,565.26,399.2,15,2019-01-13,1,_drosekn
1408,4,455.02,355.2,65,2017-12-23,1,_gosiaghail9g
1409,11,282.91,287.1,94,2020-02-14,1,_igookey3t
1410,1,888.02,237.7,76,2019-12-25,1,_bwilkensonbl
1411,1,839.08,429.8,80,2018-12-27,1,_nrigglesfordm1
1412,12,402.21,372.2,93,2018-02-08,1,_akestonc6
1413,15,928.46,178.1,56,2019-12-02,0,_bhaigcy
1414,10,963.5,79.3,51,2018-11-29,1,_sknevetla
1415,17,582.28,382.1,99,2020-05-13,0,_djersoni4
1416,12,704.93,453.0,62,2019-06-03,0,_isoltanb6
1417,2,393.05,64.0,28,2019-04-08,0,_abelfitew
1418,2,957.7,160.6,89,2017-11-22,0,_hbreedy79
1419,8,689.73,167.2,86,2019-03-16,0,_rlafay22
1420,13,963.18,16.6,52,2019-08-25,0,_ftomensonlp
1421,12,918.44,387.2,74,2018-01-30,1,_dvaneybk
1422,16,601.29,89.1,96,2019-02-16,1,_rgillamgc
1423,7,847.18,113.8,38,2018-03-02,0,_zvasyutochkinmz
1424,6,45.1,126.2,97,2019-03-04,1,_atwintermankz
1425,6,627.01,35.4,67,2017-12-09,1,_fsexti1c
1426,18,492.47,480.8,43,2019-02-22,1,_croughce
1427,1,888.33,477.3,51,2019-08-08,1,_bkewardcu
1428,15,899.93,226.5,78,2020-03-26,1,_mbussel7g
1429,3,370.27,328.3,83,2018-02-10,1,_ngoatmanr0
1430,2,303.04,499.5,14,2018-09-05,1,_vsoan9a
1431,16,116.44,158.6,27,2019-06-02,1,_shanmore5m
1432,20,210.72,216.3,90,2020-05-07,1,_csowrayq9
1433,6,609.93,49.7,20,2018-12-02,0,_dbedrosiano7
1434,7,645.55,231.4,65,2019-04-06,1,_crasch6a
1435,16,267.18,95.3,12,2018-09-22,0,_lragsdale6v
1436,15,287.48,303.2,20,2018-11-03,1,_blamberthrn
1437,2,712.4,399.5,18,2018-05-16,0,_prickersey59
1438,10,949.96,408.3,62,2017-10-11,0,_zmitkcov5y
1439,17,866.74,91.1,95,2020-02-11,0,_rdumbarfm
1440,4,217.43,349.7,72,2019-08-24,0,_cbalmforthav
1441,7,650.24,49.0,87,2019-10-15,1,_cfebvreny
1442,13,349.76,10.8,31,2018-01-16,0,_jcordellefv
1443,4,724.53,227.2,23,2018-08-05,0,_hpetrick
1444,16,107.25,213.3,79,2017-09-08,1,_gacresm8
1445,12,785.04,190.3,48,2018-12-30,1,_pskitt7j
1446,12,91.01,74.9,96,2019-08-26,1,_rheffy2h
1447,4,158.37,281.6,46,2019-02-20,1,_johagirtieqy
1448,17,28.28,142.9,37,2017-09-14,1,_mmandreaq
1449,4,312.01,334.0,92,2019-09-23,0,_anewlann4
1450,11,988.62,331.4,72,2018-03-18,0,_channis62
1451,4,703.93,282.1,78,2019-09-07,1,_mdmitrievskiln
1452,16,210.68,106.3,23,2018-03-02,1,_afussellre
1453,19,476.02,56.1,37,2019-04-29,0,_wzavittieri8i
1454,10,251.82,474.5,96,2020-01-04,1,_channis62
1455,4,175.44,290.1,7,2019-11-13,0,_mfforde54
1456,5,902.74,161.3,28,2018-03-24,1,_hgerckenspk
1457,2,38.22,16.3,13,2018-10-30,0,_amarrison98
1458,14,340.15,324.9,48,2018-08-23,0,_gstarbeckbv
1459,18,273.94,50.6,68,2018-02-18,0,_strask9c
1460,10,557.67,81.9,48,2018-10-07,0,_grendlebc
1461,12,833.73,466.6,99,2020-05-14,1,_kkupechi
1462,2,736.25,321.9,39,2019-01-15,0,_tnightingalegp
1463,7,693.01,105.4,97,2018-01-18,0,_plindstedt9
1464,10,160.43,178.1,80,2018-02-03,1,_rcroxtonn6
1465,19,688.58,132.5,53,2019-05-09,1,_acussonsrm
1466,3,206.05,71.3,39,2019-03-10,1,_stour72
1467,7,266.79,241.3,25,2020-04-01,0,_dvasilenkopb
1468,6,956.81,449.5,70,2018-07-06,1,_cjarrard5v
1469,4,277.02,451.5,10,2018-11-23,1,_kscraseps
1470,17,24.93,31.3,13,2018-12-31,0,_rpassfield6u
1471,20,170.09,125.4,22,2019-03-22,1,_jcoleridge9t
1472,20,554.67,114.7,23,2018-09-24,1,_ftoolan6h
1473,3,652.0,228.0,27,2018-04-01,1,_cmamwellfb
1474,5,816.42,484.7,61,2018-06-12,1,_jwigzellkf
1475,9,766.33,28.5,32,2018-07-04,0,_crasch6a
1476,10,147.65,315.1,60,2020-02-12,1,_jouterbridgej1
1477,20,483.36,309.0,54,2018-02-02,1,_cfebvreny
1478,20,403.57,170.6,31,2020-02-02,1,_bbocking25
1479,12,396.24,175.6,61,2020-03-08,1,_hfundellpz
1480,12,327.99,236.3,33,2019-03-12,1,_sbemroserc
1481,12,115.21,382.3,29,2019-04-25,1,_alardierh3
1482,4,560.48,32.2,35,2020-03-12,1,_cjoyson4i
1483,12,668.61,23.8,24,2020-03-08,1,_jkennettq3
1484,5,10.9,235.9,48,2018-04-06,1,_eoxborrowif
1485,11,114.06,170.3,4,2019-08-26,1,_adevlin8n
1486,19,48.76,451.8,3,2017-08-28,1,_lheisham78
1487,15,439.67,354.2,53,2018-08-17,1,_grendlebc
1488,15,956.67,55.1,5,2020-02-07,1,_cdanielot94
1489,20,997.29,44.1,9,2018-05-02,1,_hsteffanon
1490,18,130.23,223.1,57,2019-12-15,0,_rhacquardid
1491,6,333.13,299.0,54,2019-12-06,1,_akubicaqa
1492,11,754.11,185.1,19,2019-04-03,0,_mbaumlerok
1493,6,428.12,150.8,40,2017-12-13,1,_rparrott4
1494,9,205.14,41.5,53,2019-08-28,0,_fswangerga
1495,11,270.96,157.3,96,2018-12-03,0,_bpawseymc
1496,12,618.85,56.0,73,2017-11-09,1,_tcashfordc4
1497,15,164.35,133.2,49,2019-12-05,0,_aheliot3y
1498,12,985.31,53.1,9,2019-03-21,1,_edurrellfk
1499,19,566.64,129.3,71,2018-08-14,0,_mfishe24
1500,17,95.34,205.2,11,2018-07-15,1,_llazarkq
1501,16,394.77,148.0,70,2018-04-08,0,_sbolmannn2
1502,16,942.79,138.5,50,2019-09-02,1,_dloude4j
1503,5,683.51,25.5,14,2019-10-30,0,_bpayzeju
1504,17,387.32,322.5,65,2017-08-15,0,_nhalwill17
1505,4,444.99,455.7,29,2017-10-05,0,_acaston95
1506,5,326.66,368.3,14,2018-12-06,1,_spetfordpw
1507,20,702.91,336.8,37,2018-12-14,0,_rrosierje
1508,13,958.82,310.4,46,2018-10-31,0,_bdunlap6r
1509,6,451.15,201.0,73,2019-10-20,0,_kscraseps
1510,15,335.74,38.1,22,2017-11-20,1,_dbedrosiano7
1511,3,603.85,152.3,74,2017-10-14,1,_jatwelc7
1512,10,806.99,491.8,97,2020-04-06,0,_croughce
1513,1,587.37,255.3,79,2019-10-20,0,_tmeech8j
1514,8,715.14,319.6,73,2017-09-13,0,_tcashfordc4
1515,4,967.89,25.2,26,2019-08-08,0,_kwasse4
1516,12,132.01,66.2,15,2018-03-17,0,_ecarlisi6n
1517,15,454.04,384.0,5,2019-09-13,0,_tajamf5
1518,15,610.7,247.9,72,2019-11-01,0,_fhindgemv
1519,1,759.64,274.8,77,2019-11-27,1,_fomullenqh
1520,15,192.52,204.1,18,2020-02-13,0,_bmacgraith46
1521,7,758.61,81.4,11,2020-05-18,0,_lhearnes8r
1522,8,738.31,363.3,2,2019-09-14,1,_amcconway1u
1523,2,682.63,141.0,12,2018-04-24,0,_aespinayka
1524,10,916.93,352.2,36,2020-02-24,0,_ajumonet9r
1525,20,976.14,128.0,95,2019-03-21,0,_gbernhart8m
1526,5,54.15,468.5,75,2019-12-21,1,_cbalmforthav
1527,18,274.7,314.3,44,2019-08-06,1,_ggulstonh4
1528,4,448.22,85.3,3,2017-10-17,1,_aavrashinjp
1529,7,62.99,78.5,36,2018-03-15,0,_hpetrashov73
1530,16,283.71,107.2,13,2018-11-21,0,_rgiraudotcq
1531,16,955.72,190.8,94,2017-12-15,1,_msimmonettkg
1532,14,718.05,170.8,42,2019-03-22,1,_hbalfe77
1533,11,982.32,313.9,37,2017-09-21,1,_bgaskom
1534,2,912.39,173.2,30,2019-06-07,0,_pcook9k
1535,12,169.02,272.0,99,2018-11-12,1,_fpletne
1536,15,10.26,282.2,33,2019-07-16,1,_tkitchingn
1537,12,577.43,368.6,39,2020-04-08,1,_aspurrioran
1538,18,90.21,372.0,23,2019-11-18,0,_idowernj
1539,8,225.99,97.6,94,2019-09-12,1,_rblewittlg
1540,17,516.49,30.3,83,2019-11-19,1,_hsteffanon
1541,15,45.39,474.7,9,2019-04-04,0,_dridingir
1542,19,914.64,79.1,97,2018-10-17,1,_jgowling45
1543,8,542.81,400.6,57,2017-11-09,0,_mbaumlerok
1544,3,219.01,36.4,3,2019-10-06,1,_astoyellg7
1545,17,556.38,85.3,57,2018-04-11,1,_zphorsby86
1546,2,392.55,38.9,50,2020-03-06,1,_bkewardcu
1547,12,344.73,418.5,50,2019-01-06,0,_ecorssenci
1548,17,416.59,360.0,44,2018-09-18,1,_tmishl2
1549,13,154.23,332.8,21,2018-04-04,0,_lgebhardo
1550,3,278.52,181.4,23,2018-03-19,0,_cbercerosco
1551,16,205.84,426.2,48,2020-01-26,1,_lstaggez
1552,19,66.55,162.0,89,2020-01-03,1,_ooxford8z
1553,13,821.2,130.8,63,2019-11-09,0,_lcaldicotao
1554,8,370.51,259.4,39,2017-12-11,0,_pellgoodkm
1555,18,216.12,136.8,39,2018-04-09,0,_lfarnon66
1556,14,703.89,32.2,23,2020-02-22,0,_aemerton2z
1557,6,200.87,20.6,66,2020-03-13,0,_csparypt
1558,17,755.73,200.0,81,2017-09-07,0,_jnutt4k
1559,10,625.14,161.0,17,2019-03-28,1,_bcollibearit
1560,7,104.52,278.3,35,2017-12-12,0,_esipsonax
1561,19,742.5,484.8,46,2019-01-10,1,_srothermel97
1562,13,232.57,410.5,33,2019-12-22,0,_gchomiczas
1563,7,706.42,46.1,36,2018-12-07,0,_eseldong8
1564,1,256.87,354.2,51,2019-07-29,1,_kdessanteu
1565,10,525.66,181.3,53,2017-08-10,1,_cminiconq
1566,5,401.16,471.6,3,2019-11-24,0,_jouterbridgej1
1567,7,893.39,57.2,77,2020-05-16,1,_rlafay22
1568,8,464.74,250.1,68,2017-08-07,1,_asellicke0
1569,4,10.39,200.0,78,2020-01-22,1,_toneali3
1570,14,364.64,72.2,26,2018-09-19,1,_dstentonjs
1571,15,73.09,387.9,97,2017-09-28,1,_rhabronhu
1572,17,974.15,106.7,29,2017-11-30,1,_rparrott4
1573,13,700.12,247.5,73,2019-08-05,0,_rchelleygj
1574,13,231.68,69.8,55,2018-06-19,1,_bcassarp6
1575,10,472.77,245.1,1,2018-11-23,1,_anewlann4
1576,19,577.47,190.5,59,2020-03-05,1,_elibrihw
1577,14,900.13,204.2,90,2018-09-29,1,_csimonin6b
1578,1,757.38,205.8,6,2017-10-30,0,_cquinne2
1579,7,243.14,338.5,23,2018-08-26,0,_mavrahm1a
1580,9,67.17,451.2,59,2019-08-01,1,_tjaggli8d
1581,11,996.89,348.1,50,2019-10-21,0,_edrewitt21
1582,2,190.23,193.3,85,2019-06-06,0,_mizen6f
1583,6,701.34,265.8,3,2020-04-11,1,_spetfordpw
1584,15,215.59,154.3,97,2020-02-04,0,_cixor4s
1585,3,975.43,64.2,18,2019-10-26,0,_mreolfi1d
1586,10,81.99,31.1,10,2020-03-24,0,_mpooleygz
1587,13,548.39,171.3,89,2017-11-23,1,_gwither76
1588,16,251.74,464.3,41,2018-04-28,0,_fpletne
1589,19,724.99,453.4,21,2018-04-19,1,_cflament9b
1590,16,644.05,459.4,84,2020-03-11,1,_alardierh3
1591,10,581.39,50.3,74,2019-04-06,1,_jgalierfu
1592,15,658.3,365.8,48,2019-12-19,0,_gjovanovicai
1593,2,528.03,178.5,16,2018-07-06,1,_dwignall5j
1594,6,852.14,15.1,90,2018-05-15,0,_vsoan9a
1595,19,262.17,123.9,84,2017-12-15,0,_gcritchlow10
1596,19,844.22,105.4,4,2019-05-12,1,_ptoffolini9e
1597,18,958.98,466.7,92,2017-09-02,1,_cdutnellk6
1598,10,440.66,218.8,14,2019-11-22,0,_tslacke
1599,9,350.38,132.7,52,2020-02-11,1,_ecaraher2
1600,13,388.28,30.4,98,2018-12-20,0,_epierpointqe
1601,11,857.18,66.7,89,2019-02-11,0,_rbartolomieuj4
1602,8,918.17,232.6,48,2019-03-05,1,_ktrinert
1603,15,671.07,138.2,86,2018-02-13,0,_ecarlisi6n
1604,15,888.98,276.9,62,2017-08-14,0,_abellwardlm
1605,9,933.73,462.0,58,2018-05-14,1,_hcunniamdz
1606,17,648.76,215.1,15,2018-09-10,1,_aserganthx
1607,14,922.24,102.9,72,2018-01-24,0,_twoolveridgebm
1608,14,264.61,137.8,65,2017-11-24,0,_ggulstonh4
1609,5,839.32,119.3,89,2019-09-03,0,_vcaretter1
1610,13,593.06,372.0,84,2019-05-06,1,_calsopmj
1611,17,285.78,30.0,25,2019-12-14,0,_tbottlesonmk
1612,12,191.79,270.1,74,2018-05-11,0,_nlanderscr
1613,7,59.04,460.3,23,2018-03-24,1,_bmaroney3d
1614,10,996.41,135.4,55,2017-11-05,1,_lmcbainnp
1615,16,457.95,246.9,62,2019-04-06,0,_rhammerbp
1616,18,296.65,465.3,9,2020-01-03,1,_lsigginsel
1617,20,759.35,356.8,85,2019-10-14,0,_bbocking25
1618,6,113.01,453.7,68,2017-11-08,1,_lsigginsel
1619,8,698.29,448.4,14,2019-10-10,1,_kpayle2j
1620,10,690.24,348.1,75,2019-03-11,1,_cdutnellk6
1621,15,947.63,398.8,61,2017-08-04,1,_cjinaeg
1622,12,755.56,220.1,48,2018-09-06,1,_cbalfourgo
1623,13,569.93,159.9,19,2018-05-30,1,_rshingler11
1624,5,405.77,495.2,35,2019-11-13,1,_asherehy
1625,8,502.29,477.0,16,2019-02-21,1,_abote30
1626,9,726.6,80.8,57,2017-10-05,0,_tvines5u
1627,11,165.5,289.6,26,2020-05-15,1,_crheadh5
1628,6,989.57,176.1,24,2019-07-24,1,_jmaplethorpe67
1629,17,73.96,465.8,8,2017-10-13,1,_abellwardlm
1630,9,310.29,160.1,0,2020-05-22,1,_lpilkingtonw
1631,9,636.58,49.1,44,2019-08-14,0,_vewbanchecl
1632,13,112.03,311.7,73,2018-03-26,0,_mocarrolmd
1633,1,748.45,496.8,44,2019-01-29,1,_dblackmuirf1
1634,15,420.02,471.6,65,2019-02-01,0,_rkingsnodej9
1635,9,914.45,384.9,86,2019-04-03,0,_cgifkinsj0
1636,4,721.71,492.7,9,2019-12-18,0,_gfillinghamcx
1637,4,488.82,36.9,70,2017-08-05,0,_fsexti1c
1638,5,380.06,351.3,73,2019-11-03,1,_hsteffanon
1639,17,174.56,156.8,82,2017-12-19,1,_hsimysongd
1640,10,507.39,26.3,40,2017-08-18,0,_kberard5
1641,8,855.64,123.9,27,2018-08-18,0,_mfranciottoim3
1642,10,683.37,310.5,53,2018-01-25,1,_amcconway1u
1643,19,188.55,38.1,88,2017-08-04,1,_lgadson3u
1644,11,420.35,228.6,81,2019-06-28,1,_lfettesn3
1645,6,671.04,340.2,70,2019-09-11,0,_igookey3t
1646,6,274.04,74.4,69,2019-12-14,1,_cdincey69
1647,18,689.73,79.3,19,2019-06-28,1,_emeigh26
1648,4,499.98,182.8,54,2018-06-16,1,_fdreelan2x
1649,19,615.41,141.6,47,2020-04-12,0,_msievero
1650,8,200.37,87.6,27,2018-12-30,0,_gacresm8
1651,19,144.61,417.2,27,2018-08-21,0,_pfetteplaceh0
1652,4,908.65,436.5,22,2019-09-24,1,_ihanbridgeks
1653,10,506.57,252.1,38,2019-11-07,1,_mgurradojw
1654,20,578.7,113.9,54,2018-06-26,0,_kgodbehereqp
1655,14,664.52,263.9,5,2019-07-11,1,_gstoate8v
1656,15,385.54,467.7,36,2018-01-30,1,_crosendale5z
1657,18,388.71,216.7,63,2019-05-04,1,_zzorer2o
1658,18,859.5,107.3,86,2020-01-28,0,_mkasman1x
1659,3,476.92,473.2,52,2017-12-18,1,_emcshane1l
1660,7,426.67,425.6,81,2017-08-13,0,_ialenshev55
1661,1,858.12,341.5,66,2018-06-24,1,_tbrockherstlh
1662,10,494.51,202.7,64,2017-09-16,1,_iappsc3
1663,12,490.18,88.5,28,2020-03-25,0,_asesons5o
1664,11,213.9,480.5,87,2018-03-27,1,_mstolbergerly
1665,16,924.32,355.6,79,2018-12-01,1,_vhaddrill4x
1666,1,294.42,367.0,18,2020-01-07,0,_acomettilo
1667,5,149.9,344.9,83,2020-03-09,0,_hsimysongd
1668,16,254.81,313.6,56,2019-01-11,0,_bpopeley49
1669,18,191.94,248.9,48,2017-11-17,1,_barend8y
1670,3,316.1,45.2,14,2018-02-13,0,_wpigotiv
1671,17,216.76,461.6,24,2019-02-11,1,_cjinaeg
1672,13,68.58,139.0,69,2018-01-18,1,_sbroadberrie57
1673,14,448.92,131.3,74,2017-11-21,1,_oskeatsft
1674,17,399.11,412.9,44,2018-03-19,0,_aheliot3y
1675,2,922.75,495.7,43,2018-12-30,0,_smercik2g
1676,6,688.51,194.7,19,2018-06-07,0,_dstode43
1677,17,222.61,219.4,38,2018-12-08,0,_fblissittlb
1678,5,473.94,491.4,54,2019-10-04,0,_psineathjq
1679,13,930.88,65.1,25,2017-08-13,1,_prickersey59
1680,19,639.45,363.1,100,2017-10-17,1,_tbyrch5x
1681,14,583.77,313.7,7,2018-10-17,1,_rshingler11
1682,11,238.25,330.2,10,2017-09-20,1,_dsunley28
1683,20,330.19,55.5,34,2017-12-03,1,_sasquithoe
1684,13,54.06,142.4,67,2019-03-06,0,_crheadh5
1685,12,931.69,194.0,81,2018-08-20,1,_amcconway1u
1686,12,26.53,202.1,93,2018-05-26,1,_wpigotiv
1687,9,543.39,88.4,21,2018-12-20,0,_hapsmo
1688,15,279.83,425.5,5,2018-09-28,1,_vcaretter1
1689,17,963.62,340.7,17,2019-03-29,0,_abalaslw
1690,12,104.32,239.9,100,2019-08-21,1,_nstener6j
1691,3,416.18,274.6,36,2017-09-11,0,_jfittonp1
1692,20,424.78,321.4,58,2018-03-28,0,_hfell8w
1693,6,104.5,429.4,83,2019-12-13,0,_wverneyee
1694,16,935.89,90.4,37,2018-06-18,0,_adevlin8n
1695,7,531.77,77.5,94,2019-01-06,0,_mbatramqv
1696,1,288.4,392.2,88,2019-03-11,0,_mtille2c
1697,2,568.71,365.5,34,2018-06-05,1,_jcastiblancoic
1698,18,773.21,64.6,8,2019-04-30,1,_cgifkinsj0
1699,13,383.55,438.2,36,2019-09-27,0,_akarpovmx
1700,12,16.16,304.7,80,2019-10-24,1,_agiroldoqg
