id,tipo,precio,intervalo pago,propiedad
6861,Health,375.85,46,4373
6862,Shoes,344.87,58,4385
6863,Clothing,442.17,50,4892
6864,Home,324.33,72,4646
6865,Kids,446.63,67,4599
6866,Kids,431.55,90,4845
6867,Home,445.71,89,4561
6868,Grocery,62.25,23,4464
6869,Movies,180.97,86,4644
6870,Clothing,73.39,12,4346
6871,Automotive,245.77,76,4119
6872,Electronics,473.89,45,4015
6873,Garden,430.0,1,4493
6874,Industrial,103.45,32,4345
6875,Baby,263.48,62,4138
6876,Sports,62.12,74,4352
6877,Grocery,476.93,20,4730
6878,Automotive,435.15,51,4105
6879,Clothing,355.04,62,4883
6880,Grocery,90.39,48,4729
6881,Games,455.65,68,4696
6882,Games,484.31,29,4088
6883,Jewelery,332.42,84,4469
6884,Toys,432.41,48,4683
6885,Health,154.16,72,4800
6886,Kids,224.04,1,4070
6887,Shoes,80.02,66,4770
6888,Tools,99.35,58,4028
6889,Outdoors,266.39,48,4254
6890,Baby,91.25,17,4350
6891,Beauty,296.9,21,4124
6892,Tools,241.54,71,4005
6893,Automotive,261.71,80,4546
6894,Outdoors,426.11,45,4905
6895,Baby,58.67,80,4277
6896,Electronics,24.59,69,4929
6897,Books,189.95,84,4702
6898,Books,434.49,14,4273
6899,Outdoors,485.81,49,4300
6900,Shoes,40.1,66,4512
6901,Computers,131.4,12,4167
6902,Automotive,121.33,10,4336
6903,Kids,487.31,42,4451
6904,Automotive,2.29,5,4224
6905,Electronics,56.18,45,4631
6906,Jewelery,212.12,84,4564
6907,Home,156.28,54,4981
6908,Toys,466.59,81,4450
6909,Grocery,120.94,43,4760
6910,Computers,212.61,3,4175
6911,Automotive,248.92,38,4672
6912,Garden,267.21,18,4881
6913,Grocery,146.48,67,4087
6914,Beauty,126.72,83,4457
6915,Books,245.98,9,4520
6916,Industrial,97.12,14,4592
6917,Books,161.17,19,4460
6918,Music,187.31,67,4768
6919,Garden,184.5,24,4880
6920,Baby,87.65,33,4225
6921,Health,344.37,7,4400
6922,Grocery,305.72,17,4409
6923,Health,213.54,40,4811
6924,Games,460.2,43,4707
6925,Automotive,464.38,31,4242
6926,Baby,166.3,1,4940
6927,Automotive,302.97,57,4943
6928,Health,478.2,68,4767
6929,Outdoors,347.26,87,4768
6930,Garden,464.6,88,4559
6931,Outdoors,306.14,2,4438
6932,Industrial,331.06,9,4313
6933,Movies,267.57,40,4031
6934,Toys,316.81,86,4432
6935,Jewelery,85.17,71,4430
6936,Baby,179.42,69,4284
6937,Kids,334.42,6,4238
6938,Kids,211.29,20,4670
6939,Industrial,308.36,18,4255
6940,Books,486.63,60,4990
6941,Sports,147.11,20,4253
6942,Beauty,94.18,27,4185
6943,Tools,248.8,5,4617
6944,Toys,121.25,50,5000
6945,Outdoors,342.78,66,4488
6946,Baby,399.05,71,4577
6947,Industrial,55.34,32,4074
6948,Books,419.42,16,4227
6949,Movies,385.41,42,4206
6950,Sports,435.79,41,4527
6951,Garden,193.53,63,4015
6952,Toys,331.87,23,4604
6953,Industrial,301.17,61,4542
6954,Sports,315.56,73,4747
6955,Games,233.82,7,4146
6956,Beauty,46.79,72,4340
6957,Automotive,237.52,40,4342
6958,Garden,306.2,53,4872
6959,Shoes,346.38,68,4559
6960,Computers,251.88,26,4758
6961,Music,10.83,50,4183
6962,Baby,203.18,70,4160
6963,Garden,288.63,65,4773
6964,Books,309.42,27,4258
6965,Beauty,38.7,33,4568
6966,Games,494.7,84,4780
6967,Shoes,157.2,49,4677
6968,Games,426.89,2,4261
6969,Jewelery,243.46,65,4326
6970,Industrial,497.87,41,4470
6971,Jewelery,436.53,55,4251
6972,Movies,248.67,53,4525
6973,Industrial,71.75,20,4224
6974,Books,64.83,27,4838
6975,Computers,331.85,42,4161
6976,Games,272.38,44,4385
6977,Beauty,241.58,66,4129
6978,Shoes,402.82,35,4230
6979,Electronics,38.8,28,4811
6980,Books,188.57,44,4355
6981,Books,296.88,89,4467
6982,Kids,266.44,90,4743
6983,Baby,158.83,14,4970
6984,Beauty,57.66,69,4219
6985,Books,243.86,2,4060
6986,Beauty,326.17,38,4816
6987,Sports,459.94,39,4678
6988,Industrial,419.47,86,4630
6989,Music,484.56,89,4316
6990,Movies,299.37,87,4793
6991,Movies,416.03,9,4072
6992,Grocery,321.79,6,4527
6993,Movies,116.49,44,4382
6994,Shoes,392.79,38,4349
6995,Sports,120.01,15,4142
6996,Jewelery,205.39,25,4279
6997,Shoes,299.24,35,4282
6998,Garden,364.14,4,4156
6999,Home,369.66,49,4439
7000,Industrial,113.27,85,4369
