id,fechaInicio,duracion,cantidad,tipo,cliente
1594,2019-08-31,9,16,APARTAMENTO,824
1595,2019-08-01,13,32,HABITACION,301
1596,2019-12-08,7,35,HABITACION,945
1597,2018-12-04,21,24,HABITACION,225
1598,2019-10-05,4,39,APARTAMENTO,511
1599,2019-02-08,4,1,APARTAMENTO,9
1600,2020-01-21,10,32,APARTAMENTO,172
1601,2019-08-21,9,28,HABITACION,132
1602,2019-11-23,29,4,HABITACION,62
1603,2018-11-02,3,7,APARTAMENTO,738
1604,2019-08-04,7,31,APARTAMENTO,253
1605,2019-06-12,24,16,APARTAMENTO,430
1606,2019-09-04,16,4,HABITACION,234
1607,2019-08-31,28,31,HABITACION,578
1608,2019-04-29,14,27,HABITACION,955
1609,2019-08-10,19,18,APARTAMENTO,997
1610,2019-07-15,11,9,APARTAMENTO,550
1611,2019-06-14,19,18,HABITACION,12
1612,2020-04-15,14,26,HABITACION,440
1613,2019-08-09,23,25,HABITACION,364
1614,2019-09-15,29,36,HABITACION,339
1615,2020-01-10,4,39,APARTAMENTO,612
1616,2019-10-08,20,36,HABITACION,568
1617,2018-10-16,20,15,APARTAMENTO,150
1618,2019-08-28,9,30,APARTAMENTO,297
1619,2019-11-05,16,35,APARTAMENTO,246
1620,2019-12-07,23,8,HABITACION,80
1621,2020-02-16,25,30,HABITACION,365
1622,2019-05-04,13,9,APARTAMENTO,622
1623,2020-01-07,26,32,APARTAMENTO,921
1624,2020-04-02,2,30,HABITACION,344
1625,2019-08-29,24,29,APARTAMENTO,440
1626,2019-07-26,24,8,HABITACION,363
1627,2019-01-08,27,5,APARTAMENTO,459
1628,2019-10-22,3,1,APARTAMENTO,88
1629,2019-09-22,29,29,APARTAMENTO,662
1630,2019-07-29,17,28,APARTAMENTO,548
1631,2019-07-20,7,30,HABITACION,371
1632,2019-08-20,22,4,APARTAMENTO,323
1633,2020-02-06,4,23,APARTAMENTO,609
1634,2018-11-25,19,31,HABITACION,972
1635,2018-11-30,27,19,HABITACION,719
1636,2019-12-13,27,22,HABITACION,228
1637,2019-01-08,20,24,APARTAMENTO,433
1638,2019-08-29,7,24,HABITACION,696
1639,2019-06-27,13,24,HABITACION,290
1640,2020-05-21,7,8,APARTAMENTO,365
1641,2020-03-29,27,29,HABITACION,41
1642,2019-06-08,21,34,HABITACION,417
1643,2019-08-19,15,22,APARTAMENTO,978
1644,2019-09-12,3,39,HABITACION,301
1645,2020-03-28,8,16,HABITACION,57
1646,2018-12-29,23,9,HABITACION,495
1647,2020-04-12,15,15,HABITACION,597
1648,2019-06-26,2,20,HABITACION,632
1649,2019-12-11,17,19,HABITACION,314
1650,2019-08-21,25,16,APARTAMENTO,660
1651,2018-12-04,15,13,HABITACION,567
1652,2020-02-14,6,15,HABITACION,111
1653,2019-09-16,28,29,APARTAMENTO,968
1654,2018-11-17,15,10,APARTAMENTO,232
1655,2020-04-30,5,23,HABITACION,998
1656,2019-06-07,24,30,APARTAMENTO,572
1657,2019-04-23,11,33,APARTAMENTO,814
1658,2020-04-16,7,32,APARTAMENTO,870
1659,2020-04-26,17,11,HABITACION,406
1660,2019-03-23,14,23,APARTAMENTO,903
1661,2020-03-02,16,11,HABITACION,16
1662,2020-01-23,24,4,HABITACION,942
1663,2019-05-05,3,30,HABITACION,87
1664,2020-03-24,2,16,APARTAMENTO,159
1665,2019-05-29,20,29,APARTAMENTO,434
1666,2019-07-22,6,15,HABITACION,282
1667,2019-04-21,10,20,HABITACION,5
1668,2018-12-10,9,3,APARTAMENTO,985
1669,2019-11-16,12,34,APARTAMENTO,331
1670,2019-06-22,2,39,HABITACION,345
1671,2019-10-10,28,5,HABITACION,248
1672,2019-11-30,15,27,HABITACION,975
1673,2019-04-02,2,14,APARTAMENTO,843
1674,2019-03-23,2,37,HABITACION,865
1675,2019-02-02,29,16,HABITACION,839
1676,2018-12-29,13,30,HABITACION,157
1677,2019-02-23,27,8,HABITACION,66
1678,2019-04-28,11,30,HABITACION,568
1679,2019-10-05,24,31,HABITACION,731
1680,2020-04-14,21,5,HABITACION,36
1681,2020-02-21,28,13,HABITACION,974
1682,2019-07-30,6,13,HABITACION,843
1683,2019-07-12,5,21,HABITACION,410
1684,2020-05-11,8,13,APARTAMENTO,498
1685,2018-10-28,24,2,APARTAMENTO,596
1686,2019-09-07,18,6,HABITACION,270
1687,2019-05-29,16,18,HABITACION,733
1688,2020-03-21,23,34,APARTAMENTO,409
1689,2019-10-09,1,35,HABITACION,838
1690,2019-06-16,30,40,APARTAMENTO,299
1691,2019-03-07,9,27,APARTAMENTO,689
1692,2018-12-05,15,11,APARTAMENTO,777
1693,2019-05-22,7,7,HABITACION,69
1694,2019-03-16,27,22,APARTAMENTO,758
1695,2018-11-04,1,24,APARTAMENTO,320
1696,2018-11-09,22,33,HABITACION,541
1697,2019-09-18,13,34,APARTAMENTO,380
1698,2020-04-02,8,26,HABITACION,41
1699,2019-03-05,13,30,APARTAMENTO,188
1700,2019-04-01,12,35,APARTAMENTO,108
1701,2019-08-01,21,39,HABITACION,416
1702,2019-12-23,17,27,APARTAMENTO,804
1703,2020-05-09,1,2,HABITACION,561
1704,2019-06-13,3,26,APARTAMENTO,903
1705,2020-01-22,29,2,APARTAMENTO,38
1706,2019-01-12,7,3,APARTAMENTO,881
1707,2019-03-02,30,27,HABITACION,715
1708,2018-11-25,12,2,HABITACION,960
1709,2019-06-02,13,10,APARTAMENTO,492
1710,2019-10-15,15,40,APARTAMENTO,499
1711,2020-05-07,25,3,HABITACION,280
1712,2019-03-27,8,38,HABITACION,499
1713,2019-02-16,8,31,APARTAMENTO,212
1714,2018-11-27,9,20,HABITACION,903
1715,2019-03-02,27,2,HABITACION,608
1716,2019-06-08,12,8,APARTAMENTO,917
1717,2019-06-20,15,34,HABITACION,607
1718,2019-02-19,8,15,HABITACION,44
1719,2018-11-25,23,7,HABITACION,758
1720,2019-06-10,11,23,HABITACION,885
1721,2020-01-09,20,37,HABITACION,447
1722,2019-10-28,20,33,APARTAMENTO,594
1723,2018-10-17,21,40,HABITACION,935
1724,2019-03-18,10,17,HABITACION,59
1725,2019-09-16,15,36,APARTAMENTO,879
1726,2019-06-20,6,24,HABITACION,519
1727,2019-09-02,23,7,HABITACION,245
1728,2020-05-02,20,1,HABITACION,543
1729,2020-02-10,26,4,APARTAMENTO,87
1730,2019-04-06,10,15,APARTAMENTO,157
1731,2019-03-18,24,32,HABITACION,266
1732,2020-01-11,7,35,APARTAMENTO,869
1733,2019-02-22,29,6,HABITACION,671
1734,2019-04-09,25,3,APARTAMENTO,506
1735,2018-11-12,15,10,HABITACION,144
1736,2019-10-29,13,3,HABITACION,820
1737,2019-05-19,1,35,APARTAMENTO,296
1738,2020-03-03,22,9,APARTAMENTO,921
1739,2019-07-12,12,38,APARTAMENTO,893
1740,2020-02-18,10,28,HABITACION,519
1741,2019-10-11,12,22,HABITACION,29
1742,2019-11-22,10,39,HABITACION,36
1743,2019-10-14,15,24,APARTAMENTO,271
1744,2019-01-26,15,37,HABITACION,181
1745,2020-05-18,5,29,HABITACION,845
1746,2019-01-05,17,38,HABITACION,881
1747,2019-12-31,17,12,APARTAMENTO,218
1748,2019-10-14,16,17,APARTAMENTO,961
1749,2019-11-06,15,14,HABITACION,696
1750,2019-05-15,14,32,APARTAMENTO,862
1751,2018-12-16,4,30,HABITACION,424
1752,2020-01-26,12,24,APARTAMENTO,825
1753,2019-02-08,3,39,APARTAMENTO,907
1754,2019-04-05,8,1,APARTAMENTO,445
1755,2019-10-18,22,6,HABITACION,370
1756,2019-07-31,21,19,HABITACION,574
1757,2019-02-15,12,11,HABITACION,606
1758,2019-05-08,16,34,HABITACION,97
1759,2019-03-21,14,2,HABITACION,29
1760,2019-01-21,2,35,HABITACION,630
1761,2019-12-05,17,30,HABITACION,759
1762,2019-09-17,24,16,HABITACION,501
1763,2019-05-05,4,26,HABITACION,227
1764,2019-03-15,5,38,APARTAMENTO,502
1765,2019-02-20,21,31,APARTAMENTO,475
1766,2019-11-11,4,8,HABITACION,460
1767,2019-08-26,11,24,HABITACION,313
1768,2019-07-17,5,22,HABITACION,408
1769,2020-01-22,9,31,HABITACION,700
1770,2019-03-10,28,16,HABITACION,718
1771,2019-08-17,26,30,HABITACION,406
1772,2020-01-07,25,40,HABITACION,723
1773,2019-06-01,22,7,HABITACION,511
1774,2018-11-11,20,15,APARTAMENTO,253
1775,2020-04-26,14,17,HABITACION,592
1776,2019-12-07,23,5,APARTAMENTO,823
1777,2019-02-26,10,26,HABITACION,741
1778,2020-05-07,27,34,HABITACION,31
1779,2019-10-13,10,8,HABITACION,709
1780,2019-04-04,2,3,APARTAMENTO,5
1781,2020-01-14,12,11,HABITACION,906
1782,2019-08-23,1,31,APARTAMENTO,697
1783,2019-01-07,28,30,APARTAMENTO,406
1784,2019-10-24,10,20,APARTAMENTO,193
1785,2019-03-14,21,11,HABITACION,910
1786,2019-05-01,25,6,HABITACION,57
1787,2019-05-06,6,18,HABITACION,25
1788,2018-11-24,1,12,HABITACION,739
1789,2019-08-25,28,32,APARTAMENTO,847
1790,2019-09-10,23,36,HABITACION,619
1791,2019-05-03,1,33,HABITACION,816
1792,2019-07-17,2,22,APARTAMENTO,542
1793,2020-05-22,1,14,APARTAMENTO,644
1794,2019-11-09,20,6,HABITACION,806
1795,2020-02-13,24,21,APARTAMENTO,212
1796,2020-02-08,16,38,APARTAMENTO,674
1797,2020-02-01,30,13,APARTAMENTO,817
1798,2019-11-12,11,32,HABITACION,981
1799,2020-02-21,12,27,APARTAMENTO,89
1800,2019-06-17,24,18,HABITACION,258
1801,2018-12-17,10,6,HABITACION,689
1802,2018-11-10,7,9,APARTAMENTO,712
1803,2019-12-13,22,27,APARTAMENTO,758
1804,2019-06-06,26,29,APARTAMENTO,46
1805,2019-09-13,7,19,APARTAMENTO,860
1806,2019-05-26,9,4,APARTAMENTO,981
1807,2018-11-06,11,23,HABITACION,258
1808,2019-10-03,18,33,APARTAMENTO,419
1809,2019-08-21,24,15,HABITACION,196
1810,2019-01-14,20,10,APARTAMENTO,927
1811,2020-01-03,26,26,HABITACION,531
1812,2020-01-07,19,15,APARTAMENTO,999
1813,2020-04-16,3,4,APARTAMENTO,582
1814,2019-06-09,4,14,APARTAMENTO,830
1815,2018-10-25,14,14,APARTAMENTO,252
1816,2019-01-10,11,21,APARTAMENTO,215
1817,2019-08-19,17,24,HABITACION,729
1818,2019-09-16,16,40,APARTAMENTO,798
1819,2019-07-18,29,19,APARTAMENTO,437
1820,2019-11-12,7,15,HABITACION,617
1821,2019-03-06,2,20,HABITACION,849
1822,2019-03-30,5,17,APARTAMENTO,746
1823,2019-01-17,30,31,HABITACION,544
1824,2020-01-18,12,31,HABITACION,83
1825,2018-12-27,2,1,APARTAMENTO,164
1826,2019-02-17,27,39,APARTAMENTO,751
1827,2020-01-05,14,24,HABITACION,580
1828,2020-01-03,27,16,APARTAMENTO,993
1829,2019-09-17,4,15,HABITACION,205
1830,2019-07-11,9,17,HABITACION,885
1831,2019-10-08,7,3,APARTAMENTO,721
1832,2019-09-04,2,8,HABITACION,213
1833,2018-12-24,12,31,APARTAMENTO,842
1834,2020-03-01,26,35,HABITACION,468
1835,2019-06-07,4,31,HABITACION,91
1836,2020-01-02,13,19,APARTAMENTO,828
1837,2019-04-21,17,1,APARTAMENTO,19
1838,2019-06-18,5,26,HABITACION,807
1839,2019-02-11,18,16,APARTAMENTO,166
1840,2019-04-03,18,10,HABITACION,934
1841,2018-12-15,18,37,APARTAMENTO,658
1842,2020-01-05,26,3,APARTAMENTO,898
1843,2020-03-27,15,37,HABITACION,193
1844,2019-10-14,16,40,APARTAMENTO,796
1845,2019-12-18,10,11,HABITACION,753
1846,2020-01-09,9,38,HABITACION,276
1847,2020-04-10,30,4,APARTAMENTO,575
1848,2019-12-31,7,39,HABITACION,852
1849,2020-04-28,2,16,APARTAMENTO,294
1850,2020-05-14,10,25,HABITACION,294
1851,2019-05-01,21,6,HABITACION,167
1852,2018-11-30,10,9,APARTAMENTO,336
1853,2019-09-13,8,22,HABITACION,358
1854,2018-12-14,30,35,HABITACION,69
1855,2019-01-13,4,36,HABITACION,476
1856,2019-07-27,3,1,APARTAMENTO,713
1857,2019-11-22,1,11,HABITACION,809
1858,2019-09-07,3,5,APARTAMENTO,526
1859,2018-11-04,4,21,APARTAMENTO,513
1860,2019-01-04,24,9,HABITACION,168
1861,2018-10-30,29,25,HABITACION,681
1862,2020-03-27,20,34,HABITACION,828
1863,2019-01-17,2,26,HABITACION,970
1864,2018-12-21,28,21,APARTAMENTO,190
1865,2019-04-20,29,19,HABITACION,780
1866,2019-05-03,12,2,HABITACION,195
1867,2020-02-10,29,6,HABITACION,308
1868,2019-05-25,6,23,APARTAMENTO,251
1869,2018-11-27,29,6,HABITACION,290
1870,2019-10-18,8,7,APARTAMENTO,321
1871,2019-01-29,16,1,APARTAMENTO,984
1872,2020-03-23,28,11,HABITACION,988
1873,2018-12-19,22,11,HABITACION,987
1874,2019-12-26,24,19,APARTAMENTO,777
1875,2018-11-11,19,13,HABITACION,854
1876,2020-05-22,12,35,APARTAMENTO,221
1877,2019-11-30,18,17,HABITACION,346
1878,2019-02-08,29,5,HABITACION,343
1879,2020-02-10,27,33,APARTAMENTO,80
1880,2019-04-12,18,30,APARTAMENTO,595
1881,2019-06-22,15,37,APARTAMENTO,513
1882,2019-12-21,23,9,APARTAMENTO,645
1883,2019-07-30,13,11,APARTAMENTO,253
1884,2019-11-12,25,4,HABITACION,122
1885,2020-01-13,11,37,HABITACION,238
1886,2020-02-09,20,22,HABITACION,893
1887,2018-11-10,16,10,HABITACION,146
1888,2018-10-30,4,15,HABITACION,118
1889,2019-09-02,4,37,HABITACION,511
1890,2019-03-28,4,10,APARTAMENTO,393
1891,2020-02-15,17,26,HABITACION,518
1892,2019-12-20,14,16,HABITACION,601
1893,2020-04-02,7,35,HABITACION,247
1894,2020-04-22,14,18,APARTAMENTO,323
1895,2018-12-29,5,15,APARTAMENTO,320
1896,2019-03-27,27,29,APARTAMENTO,541
1897,2019-02-27,8,11,APARTAMENTO,949
1898,2019-05-09,6,9,APARTAMENTO,488
1899,2019-01-12,24,26,HABITACION,575
1900,2019-11-21,3,35,HABITACION,949
1901,2019-09-28,13,20,HABITACION,179
1902,2020-03-09,3,40,APARTAMENTO,569
1903,2020-02-04,27,40,HABITACION,922
1904,2020-02-18,27,20,HABITACION,812
1905,2019-08-13,27,9,HABITACION,130
1906,2020-04-28,24,3,APARTAMENTO,575
1907,2019-02-16,26,24,APARTAMENTO,214
1908,2019-10-16,27,1,HABITACION,260
1909,2020-03-06,9,39,APARTAMENTO,464
1910,2019-06-16,24,11,APARTAMENTO,247
1911,2020-04-04,17,17,APARTAMENTO,478
1912,2019-06-30,10,30,HABITACION,53
1913,2019-06-13,28,1,APARTAMENTO,959
1914,2019-11-18,15,21,HABITACION,116
1915,2019-09-07,27,13,HABITACION,411
1916,2020-03-03,23,21,HABITACION,222
1917,2019-08-07,27,39,APARTAMENTO,879
1918,2019-04-03,27,11,HABITACION,141
1919,2019-04-05,15,13,APARTAMENTO,290
1920,2019-12-15,27,33,HABITACION,695
1921,2020-02-06,15,35,HABITACION,331
1922,2019-07-28,8,6,APARTAMENTO,734
1923,2019-09-23,30,27,HABITACION,418
1924,2018-11-20,8,39,HABITACION,139
1925,2019-07-25,28,3,APARTAMENTO,312
1926,2019-07-24,5,39,APARTAMENTO,285
1927,2020-01-10,16,1,HABITACION,441
1928,2019-01-02,8,10,APARTAMENTO,109
1929,2019-06-02,19,4,APARTAMENTO,195
1930,2018-12-31,6,3,HABITACION,274
1931,2019-10-21,1,35,APARTAMENTO,973
1932,2019-12-31,10,23,HABITACION,3
1933,2018-12-14,24,17,APARTAMENTO,397
1934,2019-05-21,16,25,HABITACION,887
1935,2019-12-10,22,31,APARTAMENTO,910
1936,2020-05-04,25,38,HABITACION,717
1937,2020-05-21,29,37,HABITACION,685
1938,2020-02-13,16,40,APARTAMENTO,857
1939,2020-05-13,14,1,HABITACION,909
1940,2018-12-09,15,34,APARTAMENTO,884
1941,2020-04-22,7,38,HABITACION,803
1942,2018-10-22,16,32,HABITACION,327
1943,2019-12-18,23,12,APARTAMENTO,101
1944,2019-12-11,12,34,HABITACION,213
1945,2019-04-03,9,36,APARTAMENTO,225
1946,2019-11-07,29,32,APARTAMENTO,13
1947,2020-04-08,23,7,APARTAMENTO,385
1948,2018-11-01,18,9,APARTAMENTO,314
1949,2019-08-19,10,12,HABITACION,52
1950,2019-03-19,18,24,HABITACION,553
1951,2018-10-17,3,9,HABITACION,314
1952,2020-01-12,17,34,HABITACION,115
1953,2019-03-05,11,37,HABITACION,878
1954,2019-07-25,3,4,HABITACION,500
1955,2019-05-17,10,19,HABITACION,125
1956,2019-11-28,26,17,APARTAMENTO,273
1957,2019-07-01,23,18,HABITACION,662
1958,2020-04-30,12,17,HABITACION,797
1959,2018-10-29,25,31,HABITACION,659
1960,2019-02-03,29,39,APARTAMENTO,302
1961,2019-11-01,25,37,HABITACION,886
1962,2019-01-03,26,14,HABITACION,746
1963,2019-10-24,26,17,APARTAMENTO,392
1964,2018-12-29,28,40,APARTAMENTO,707
1965,2020-04-06,18,23,HABITACION,449
1966,2019-08-20,17,33,HABITACION,17
1967,2019-02-01,30,20,HABITACION,113
1968,2018-12-12,5,34,APARTAMENTO,136
1969,2020-01-25,23,5,HABITACION,941
1970,2020-02-17,4,13,APARTAMENTO,778
1971,2019-03-05,16,36,HABITACION,867
1972,2018-11-28,17,28,HABITACION,263
1973,2019-08-22,9,2,APARTAMENTO,925
1974,2020-04-07,22,27,HABITACION,72
1975,2019-03-24,11,30,APARTAMENTO,713
1976,2020-03-26,11,1,HABITACION,658
1977,2019-10-02,6,17,HABITACION,608
1978,2019-04-15,25,39,APARTAMENTO,90
1979,2020-02-02,8,33,HABITACION,358
1980,2020-03-15,15,37,HABITACION,4
1981,2020-02-11,19,31,APARTAMENTO,922
1982,2019-07-09,20,29,APARTAMENTO,810
1983,2020-02-22,22,22,APARTAMENTO,820
1984,2019-05-24,15,13,APARTAMENTO,523
1985,2019-11-22,20,15,HABITACION,77
1986,2019-01-29,16,15,HABITACION,671
1987,2018-10-16,24,16,HABITACION,714
1988,2019-06-18,4,40,APARTAMENTO,968
1989,2019-04-11,29,8,APARTAMENTO,261
1990,2020-05-16,27,16,APARTAMENTO,466
1991,2018-12-03,30,2,HABITACION,934
1992,2019-05-02,2,37,HABITACION,864
1993,2019-03-31,26,18,HABITACION,436
1994,2018-11-17,24,27,HABITACION,328
1995,2019-02-19,7,8,HABITACION,986
1996,2020-03-17,8,26,APARTAMENTO,675
1997,2019-04-24,2,16,APARTAMENTO,161
1998,2019-01-10,24,20,HABITACION,686
1999,2020-01-06,21,14,HABITACION,741
2000,2019-03-21,8,39,APARTAMENTO,638
