id,medioPago
lstuckfordo0-,TCREDITO
dgaskellkv-,PINPAGO
umckeemanm7-,PINPAGO
cmackibbon8a-,TDEBITO
sreddellfz-,TCREDITO
emckinnell4t-,PINPAGO
etatchell30-,TDEBITO
zvanderhoevenqh-,RECIBO
egodding7z-,TDEBITO
nmacgillespieb8-,TCREDITO
dolechh4-,RECIBO
achestnutt84-,RECIBO
mrosenbergerfg-,PINPAGO
speers8-,TCREDITO
mmckeurtan6x-,TCREDITO
syaakov11-,RECIBO
mhoopperfl-,PINPAGO
fmerrymanq0-,TDEBITO
apetrasek92-,RECIBO
dstoyell72-,PINPAGO
cjaquemeen-,TDEBITO
abenedicto1z-,TDEBITO
sloudqy-,RECIBO
ntidboldll-,PINPAGO
csimekb5-,TCREDITO
lternaultdp-,RECIBO
amellers14-,TCREDITO
jmechic8u-,TCREDITO
cboswarded-,TDEBITO
csein68-,RECIBO
gwoollacottfp-,RECIBO
bpettipherjj-,RECIBO
djearumik-,TCREDITO
pwilleygg-,TDEBITO
ajerschkej0-,TDEBITO
mcartlidgef-,TCREDITO
jruggier7t-,PINPAGO
ktroyes4m-,TDEBITO
abenedicto1z-,PINPAGO
wwannellaf-,PINPAGO
elippin7-,TCREDITO
rjoppichhq-,RECIBO
fsadde3-,RECIBO
vmacloughlini1-,PINPAGO
jmegson9k-,TDEBITO
asatchce-,TCREDITO
cthurberjx-,PINPAGO
hfarlamev-,TCREDITO
amulreanjp-,PINPAGO
mholtawayo8-,RECIBO
okayzer4h-,TCREDITO
kfarthink9-,TCREDITO
nwixeyhr-,TCREDITO
isouthouse3g-,RECIBO
egilardim8-,RECIBO
acarrattjc-,TDEBITO
jfleethamp0-,RECIBO
edaenspk-,TCREDITO
kpeadeno7-,TDEBITO
racostae8-,TDEBITO
swrinchkb-,TCREDITO
ctreesni-,PINPAGO
srennocks19-,PINPAGO
