id,tipo,precio,intervalo pago,propiedad
912,Books,42.39,63,3998
913,Garden,400.45,35,3740
914,Baby,204.66,39,3387
915,Electronics,491.52,73,3134
916,Garden,57.5,56,3194
917,Tools,206.19,71,3803
918,Grocery,266.18,70,3433
919,Grocery,115.15,34,3263
920,Garden,17.65,26,3925
921,Clothing,153.98,37,3699
922,Baby,159.46,64,3314
923,Automotive,348.86,56,3847
924,Home,36.48,70,3060
925,Automotive,301.5,18,3281
926,Baby,360.32,4,3347
927,Jewelery,375.25,34,3099
928,Toys,316.32,85,3439
929,Toys,171.65,77,3665
930,Garden,253.62,50,3659
931,Outdoors,43.64,31,3422
932,Home,245.29,19,3451
933,Computers,130.03,75,3988
934,Grocery,430.08,58,3322
935,Garden,232.45,34,3225
936,Tools,296.32,5,3731
937,Electronics,40.43,67,3348
938,Books,442.85,53,3309
939,Computers,331.19,25,3032
940,Computers,82.06,26,3876
941,Beauty,421.2,50,3225
942,Industrial,377.79,28,3483
943,Sports,82.32,26,3292
944,Movies,31.82,65,3519
945,Electronics,467.86,59,3614
946,Baby,91.28,65,3389
947,Garden,154.03,58,3914
948,Kids,392.33,67,3327
949,Clothing,498.06,58,3019
950,Clothing,383.13,55,3744
951,Games,104.51,11,3309
952,Jewelery,139.28,64,3619
953,Industrial,233.8,8,3834
954,Books,268.89,78,3076
955,Toys,430.75,42,3425
956,Baby,383.93,3,3494
957,Health,206.55,76,3704
958,Tools,5.33,36,3448
959,Home,392.71,88,3885
960,Garden,228.39,44,3712
961,Automotive,26.33,26,3831
962,Electronics,138.76,79,3429
963,Tools,392.57,7,3874
964,Music,398.6,9,3411
965,Health,494.2,30,3333
966,Shoes,387.27,1,3553
967,Outdoors,265.58,70,3888
968,Grocery,4.07,55,3829
969,Computers,6.64,71,3373
970,Electronics,240.39,77,3192
971,Outdoors,334.0,23,3020
972,Electronics,357.74,50,3075
973,Electronics,164.68,45,3086
974,Grocery,381.19,84,3674
975,Toys,406.47,30,3840
976,Outdoors,121.94,78,3898
977,Baby,254.03,90,3267
978,Shoes,364.46,7,3380
979,Electronics,216.56,5,3596
980,Toys,121.99,46,3280
981,Outdoors,377.14,80,3982
982,Sports,83.05,49,3440
983,Grocery,417.5,64,3802
984,Outdoors,166.86,74,3663
985,Home,354.04,30,3261
986,Garden,178.31,63,3086
987,Books,132.12,5,3802
988,Baby,344.49,67,3012
989,Shoes,348.25,8,3829
990,Toys,327.34,71,3633
991,Automotive,187.87,5,3381
992,Grocery,189.15,6,3220
993,Toys,209.58,57,3305
994,Music,450.54,35,3412
995,Health,187.79,47,3775
996,Baby,174.75,27,3958
997,Electronics,306.55,64,3711
998,Tools,40.39,87,3793
999,Outdoors,235.92,5,3748
1000,Grocery,457.83,77,3523
