id,tipo,precio,intervalo pago,propiedad
1857,Industrial,353.19,90,4421
1858,Baby,52.22,2,4039
1859,Beauty,441.27,57,4790
1860,Automotive,96.85,37,4751
1861,Movies,352.21,9,4002
1862,Sports,493.64,43,4253
1863,Industrial,393.97,20,4904
1864,Games,466.96,52,4641
1865,Health,340.6,44,4446
1866,Grocery,166.44,42,4655
1867,Baby,306.19,60,4919
1868,Outdoors,99.99,40,4107
1869,Jewelery,57.87,20,4336
1870,Games,331.77,42,4995
1871,Outdoors,117.62,72,4369
1872,Tools,279.49,26,4739
1873,Garden,212.65,37,4117
1874,Health,285.62,43,4738
1875,Movies,103.05,18,4043
1876,Tools,294.18,50,4750
1877,Automotive,461.14,63,4799
1878,Beauty,111.78,15,4675
1879,Outdoors,175.48,6,4662
1880,Garden,129.15,87,4054
1881,Computers,69.55,36,4553
1882,Electronics,396.34,24,4391
1883,Books,98.27,15,4422
1884,Home,262.75,69,4610
1885,Kids,240.99,52,4787
1886,Grocery,498.09,64,4928
1887,Toys,400.99,11,4611
1888,Beauty,395.48,89,4061
1889,Movies,205.24,49,4052
1890,Outdoors,19.51,46,4832
1891,Beauty,288.72,64,4458
1892,Health,115.2,69,4553
1893,Electronics,249.67,8,4458
1894,Music,381.41,42,4643
1895,Health,177.28,79,4263
1896,Health,372.44,31,4912
1897,Outdoors,319.92,76,4409
1898,Automotive,230.5,79,4924
1899,Kids,169.11,76,4535
1900,Beauty,106.81,1,4406
1901,Home,309.7,29,4247
1902,Movies,477.38,5,4793
1903,Shoes,143.16,67,4723
1904,Home,179.48,14,4593
1905,Music,180.51,23,4775
1906,Garden,396.66,55,4759
1907,Grocery,324.52,65,4675
1908,Games,397.28,3,4781
1909,Industrial,349.55,33,4957
1910,Outdoors,36.56,2,4720
1911,Clothing,235.8,68,4338
1912,Industrial,412.77,52,4736
1913,Sports,18.06,11,4840
1914,Sports,167.95,34,4167
1915,Jewelery,238.53,80,4388
1916,Music,495.44,13,4764
1917,Garden,56.24,90,4442
1918,Beauty,205.2,15,4001
1919,Outdoors,118.29,27,4432
1920,Toys,126.36,69,4650
1921,Garden,152.31,72,4075
1922,Sports,377.08,9,4324
1923,Jewelery,106.32,2,4652
1924,Baby,226.1,70,4955
1925,Clothing,31.28,18,4146
1926,Home,66.45,53,4377
1927,Movies,403.68,13,4932
1928,Movies,499.39,88,4314
1929,Music,458.58,32,4914
1930,Grocery,408.88,55,4033
1931,Jewelery,59.89,79,4244
1932,Tools,461.97,76,4215
1933,Movies,353.56,83,4682
1934,Baby,398.66,61,4018
1935,Books,255.87,44,4985
1936,Toys,383.7,65,4367
1937,Home,392.28,32,4231
1938,Shoes,96.78,78,4961
1939,Industrial,278.76,52,4265
1940,Sports,270.45,45,4683
1941,Beauty,334.22,72,4633
1942,Sports,362.03,66,4997
1943,Automotive,400.44,56,4624
1944,Shoes,142.38,48,4451
1945,Home,376.73,26,4293
1946,Clothing,180.66,87,4565
1947,Tools,459.33,8,4337
1948,Kids,123.7,65,4626
1949,Shoes,456.28,21,4111
1950,Grocery,18.15,79,4994
1951,Industrial,50.79,3,4107
1952,Games,385.49,13,4398
1953,Jewelery,217.07,89,4152
1954,Toys,182.62,61,4632
1955,Movies,166.77,26,4428
1956,Clothing,167.24,82,4373
1957,Music,32.72,16,4777
1958,Sports,169.93,61,4824
1959,Health,50.86,76,4850
1960,Home,450.0,66,4744
1961,Toys,197.36,22,4982
1962,Garden,262.68,44,4343
1963,Home,30.77,77,4501
1964,Books,217.91,1,4852
1965,Jewelery,443.24,50,4419
1966,Toys,349.7,46,4827
1967,Tools,199.81,54,4252
1968,Grocery,39.73,34,4338
1969,Home,66.5,89,4282
1970,Movies,20.34,46,4923
1971,Jewelery,441.46,44,4871
1972,Jewelery,179.31,49,4879
1973,Jewelery,362.22,14,4403
1974,Industrial,203.54,8,4599
1975,Kids,111.54,85,4533
1976,Outdoors,225.75,2,4573
1977,Electronics,419.12,33,4640
1978,Games,408.72,78,4992
1979,Computers,465.37,21,4370
1980,Tools,240.56,33,4414
1981,Toys,176.4,65,4214
1982,Beauty,290.55,14,4933
1983,Clothing,449.81,39,4401
1984,Automotive,164.8,51,4343
1985,Tools,146.48,37,4742
1986,Clothing,93.77,52,4507
1987,Beauty,429.35,54,4343
1988,Tools,31.94,72,4036
1989,Automotive,384.49,36,4669
1990,Home,224.31,49,4490
1991,Health,256.41,46,4464
1992,Games,343.67,1,4832
1993,Industrial,276.09,10,4024
1994,Clothing,313.0,52,4833
1995,Clothing,121.97,23,4115
1996,Health,116.13,55,4420
1997,Computers,469.45,21,4386
1998,Electronics,371.83,42,4141
1999,Clothing,197.45,67,4590
2000,Games,104.13,33,4293
