id,tipo,precio,intervalo pago,propiedad
5862,Games,346.31,35,2098
5863,Toys,116.46,77,2643
5864,Shoes,449.25,46,2086
5865,Sports,213.04,80,2574
5866,Music,252.09,83,2915
5867,Clothing,61.31,65,2676
5868,Movies,157.84,41,2684
5869,Clothing,100.82,6,2551
5870,Electronics,490.77,48,2795
5871,Movies,312.55,74,2187
5872,Movies,268.06,23,2734
5873,Outdoors,41.15,33,2269
5874,Tools,155.81,25,2774
5875,Shoes,485.05,2,2052
5876,Games,265.75,69,2692
5877,Electronics,362.72,4,2925
5878,Computers,299.15,71,2518
5879,Baby,78.63,82,2008
5880,Clothing,129.33,15,2465
5881,Shoes,217.62,56,2855
5882,Jewelery,242.72,34,2345
5883,Tools,266.2,17,2539
5884,Home,393.95,28,2666
5885,Jewelery,48.62,73,2022
5886,Automotive,35.62,59,2799
5887,Toys,179.51,51,2857
5888,Baby,419.78,80,2517
5889,Clothing,126.52,57,2706
5890,Music,289.77,82,2685
5891,Books,272.93,66,2545
5892,Toys,416.12,54,2475
5893,Tools,426.01,65,2525
5894,Health,479.8,21,2811
5895,Electronics,474.18,82,2162
5896,Movies,453.0,50,2868
5897,Beauty,395.38,56,2002
5898,Tools,331.77,64,2636
5899,Industrial,238.76,74,2851
5900,Kids,488.81,26,2633
5901,Outdoors,399.74,7,2579
5902,Sports,210.98,18,2055
5903,Grocery,484.98,2,2287
5904,Grocery,67.05,28,2393
5905,Electronics,399.56,65,2416
5906,Garden,81.69,54,2453
5907,Tools,334.19,37,2229
5908,Tools,1.48,27,2531
5909,Computers,452.76,64,2160
5910,Baby,299.34,4,2212
5911,Games,472.19,4,2527
5912,Clothing,478.46,22,2853
5913,Industrial,15.7,20,2094
5914,Shoes,28.31,1,2921
5915,Home,358.13,90,2548
5916,Shoes,112.76,16,2362
5917,Kids,37.3,87,2642
5918,Industrial,142.6,39,2361
5919,Movies,448.08,22,2836
5920,Shoes,236.46,47,2002
5921,Movies,333.93,88,2068
5922,Electronics,289.01,74,2317
5923,Health,404.8,20,2462
5924,Outdoors,195.7,63,2377
5925,Movies,257.23,9,2318
5926,Books,32.96,24,2693
5927,Tools,82.24,47,2575
5928,Books,175.29,8,2800
5929,Tools,424.96,23,2784
5930,Electronics,141.28,27,2141
5931,Toys,118.38,15,2668
5932,Clothing,444.21,78,2184
5933,Sports,69.71,46,2357
5934,Clothing,357.77,45,2067
5935,Beauty,375.19,24,2658
5936,Industrial,266.42,3,2111
5937,Toys,133.7,78,2573
5938,Grocery,378.37,82,2785
5939,Books,133.59,16,2853
5940,Music,329.02,62,2212
5941,Beauty,321.69,65,2527
5942,Industrial,2.37,32,2472
5943,Garden,58.64,74,2418
5944,Industrial,343.45,89,2056
5945,Shoes,18.06,55,2718
5946,Health,150.45,36,2900
5947,Garden,227.86,6,2535
5948,Grocery,416.49,76,2736
5949,Clothing,286.89,33,2733
5950,Computers,278.04,6,2757
5951,Industrial,229.15,90,2512
5952,Games,15.78,48,2705
5953,Home,400.41,33,2461
5954,Baby,411.68,49,2817
5955,Health,219.47,26,2994
5956,Baby,229.86,90,2786
5957,Books,152.65,49,2198
5958,Tools,474.6,28,2384
5959,Shoes,439.72,30,2539
5960,Jewelery,496.97,79,2603
5961,Outdoors,453.83,86,2712
5962,Toys,253.87,80,2946
5963,Home,124.6,35,2444
5964,Kids,283.53,69,2781
5965,Toys,355.02,89,2520
5966,Baby,309.87,12,2755
5967,Health,426.14,83,2955
5968,Books,226.65,46,2272
5969,Sports,184.77,20,2490
5970,Health,357.56,40,2846
5971,Health,160.49,44,2926
5972,Industrial,455.34,45,2031
5973,Shoes,486.47,4,2052
5974,Electronics,176.48,22,2118
5975,Music,487.12,16,2080
5976,Grocery,361.16,21,2645
5977,Shoes,46.65,14,2706
5978,Clothing,252.49,23,2923
5979,Automotive,444.9,3,2828
5980,Toys,350.36,76,2879
5981,Baby,145.89,52,2970
5982,Outdoors,227.86,47,2931
5983,Toys,398.79,69,2239
5984,Toys,33.85,24,2200
5985,Computers,55.02,61,2911
5986,Computers,116.32,24,2713
5987,Beauty,228.76,67,2477
5988,Home,161.12,31,2502
5989,Outdoors,29.86,6,2476
5990,Jewelery,195.62,50,2354
5991,Outdoors,306.65,24,2313
5992,Automotive,458.02,4,2237
5993,Grocery,302.85,13,2134
5994,Computers,487.38,1,2075
5995,Shoes,370.31,22,2628
5996,Computers,252.69,4,2799
5997,Industrial,306.59,68,2676
5998,Electronics,185.86,72,2760
5999,Games,388.59,49,2244
6000,Jewelery,36.86,14,2879
