id,tipo,precio,intervalo pago,propiedad
4860,Tools,297.08,49,2712
4861,Outdoors,464.98,75,2654
4862,Beauty,197.14,16,2335
4863,Health,357.71,42,2955
4864,Sports,280.61,9,2479
4865,Toys,112.6,42,2251
4866,Beauty,334.28,35,2890
4867,Clothing,7.61,86,2873
4868,Kids,437.61,67,2138
4869,Books,243.09,63,2062
4870,Electronics,73.15,69,2698
4871,Automotive,488.19,14,2746
4872,Baby,12.97,54,2117
4873,Books,83.56,81,2299
4874,Clothing,209.82,71,2282
4875,Outdoors,90.11,80,2556
4876,Health,495.06,54,2102
4877,Movies,330.34,58,2184
4878,Automotive,20.64,39,2864
4879,Kids,146.76,42,2151
4880,Automotive,288.39,18,2729
4881,Automotive,350.6,81,2844
4882,Clothing,55.09,38,2277
4883,Computers,200.68,83,2155
4884,Outdoors,162.43,26,2719
4885,Health,239.17,28,2054
4886,Clothing,204.31,62,2962
4887,Toys,195.29,85,2417
4888,Sports,193.92,1,2562
4889,Health,11.71,74,2087
4890,Shoes,330.17,44,2871
4891,Jewelery,274.96,54,2750
4892,Movies,181.8,65,2406
4893,Clothing,3.16,52,2590
4894,Music,202.41,86,2747
4895,Toys,263.39,8,2026
4896,Industrial,32.1,15,2240
4897,Health,93.28,37,2927
4898,Health,86.2,54,2174
4899,Jewelery,448.94,19,2756
4900,Toys,486.61,10,2722
4901,Tools,113.57,90,2718
4902,Beauty,381.04,82,2188
4903,Baby,365.96,60,2379
4904,Shoes,76.62,26,2717
4905,Health,67.02,78,2039
4906,Beauty,392.31,64,2642
4907,Books,372.75,8,2022
4908,Grocery,297.83,18,2100
4909,Grocery,189.42,21,2989
4910,Shoes,155.99,13,2020
4911,Home,457.88,13,2905
4912,Grocery,232.11,15,2536
4913,Shoes,394.79,37,2520
4914,Industrial,478.69,36,2329
4915,Computers,43.25,46,2072
4916,Computers,29.43,47,2368
4917,Automotive,402.13,27,2091
4918,Garden,424.64,60,2737
4919,Home,247.86,45,2807
4920,Shoes,308.49,33,2871
4921,Kids,341.04,76,2163
4922,Shoes,281.11,3,2995
4923,Beauty,14.66,69,2614
4924,Sports,41.39,51,2222
4925,Shoes,439.27,62,2391
4926,Books,304.89,32,2206
4927,Music,463.26,47,2054
4928,Industrial,213.41,71,2019
4929,Outdoors,207.41,83,2960
4930,Beauty,156.35,62,2400
4931,Music,265.92,22,2756
4932,Movies,65.67,4,2073
4933,Movies,104.47,88,2965
4934,Tools,63.94,26,2208
4935,Home,382.42,19,2592
4936,Books,212.4,70,2281
4937,Toys,267.26,66,2657
4938,Electronics,7.39,69,2849
4939,Sports,51.65,74,2957
4940,Books,150.71,4,2180
4941,Movies,51.17,24,2067
4942,Automotive,37.98,36,2235
4943,Music,78.67,87,2536
4944,Sports,487.95,55,2376
4945,Garden,90.82,15,2489
4946,Baby,46.2,36,2260
4947,Beauty,50.52,56,2592
4948,Books,183.32,40,2679
4949,Outdoors,169.29,22,2409
4950,Home,235.53,25,2640
4951,Baby,159.65,26,2835
4952,Clothing,438.02,14,2242
4953,Shoes,496.04,28,2719
4954,Kids,172.02,5,2627
4955,Jewelery,491.66,71,2997
4956,Garden,405.8,52,2498
4957,Grocery,123.88,81,2486
4958,Automotive,59.48,11,2022
4959,Garden,240.88,38,2926
4960,Sports,395.0,48,2365
4961,Home,115.34,16,2777
4962,Kids,191.71,36,2017
4963,Kids,74.12,88,2201
4964,Movies,17.8,63,2040
4965,Kids,254.12,74,2015
4966,Outdoors,474.58,85,2398
4967,Toys,72.36,32,2802
4968,Garden,210.25,18,2193
4969,Music,181.64,22,2068
4970,Toys,329.73,59,2299
4971,Kids,416.76,69,2519
4972,Outdoors,382.82,70,2299
4973,Kids,146.86,1,2523
4974,Baby,132.66,82,2235
4975,Home,479.98,32,2334
4976,Garden,231.71,76,2502
4977,Jewelery,170.91,68,2527
4978,Computers,485.64,3,2828
4979,Computers,285.27,50,2003
4980,Grocery,253.94,66,2051
4981,Outdoors,413.53,28,2457
4982,Sports,226.25,56,2096
4983,Health,238.92,78,2280
4984,Shoes,241.14,69,2592
4985,Grocery,449.07,32,2201
4986,Baby,383.33,89,2339
4987,Jewelery,175.53,5,2170
4988,Books,232.06,20,2297
4989,Automotive,383.73,42,2353
4990,Health,36.77,57,2406
4991,Home,345.49,72,2802
4992,Games,390.73,40,2441
4993,Home,420.07,14,2096
4994,Baby,443.76,56,2794
4995,Sports,132.74,1,2799
4996,Beauty,135.83,61,2071
4997,Books,319.0,35,2028
4998,Games,11.47,90,2301
4999,Garden,237.29,5,2677
5000,Kids,470.7,86,2913
